enlace,me_gusta,Publicacion,descripcion,ID_Comentario,Usuario,Texto_Comentario,Cantidad_Likes,Tema_Principal,Sentimiento,Subtema_o_Keyword,Es_Respuesta_A
,,329,,C16,(no visible),Regresen sus fonos a mis amigos xddd,8,Petición Humorística por Robo,Positivo/Humor y Queja,Pide que devuelvan los celulares robados (broma),-
,,329,,C17,einer_c12,@einer_c12 ya está en polvos azules,3,Respuesta Humorística sobre Robo,Positivo/Humor,Responde que el celular ya está en el mercado negro (broma),C16
,,329,,C18,(no visible),Egresados? 😢,3,Pregunta Sencilla con Tristeza,Negativo/Tristeza,Pregunta con emoticon de tristeza,-
,,329,,C19,davidricardo_,@davidricardo_ tmbn por puerta1,(no visible),Autoinformación de Acceso,Positivo/Informativo,Se informa a sí mismo sobre la puerta de acceso,-
,,329,,C20,(no visible),@sandratataje los egresados si pueden entrar,(no visible),Respuesta a Otro Usuario,Positivo/Informativo,Le responde a alguien que los egresados sí pueden,-
,,329,,C21,(no visible),Ya estoy en camino con mi carne falso 🙌@alejandraperez1302,(no visible),Confesión de Trampa Humorística,Positivo/Humor y Deshonesto,Confiesa ir con un carné falso (broma),-
,,329,,C22,jhon_bravo__,@jhon_bravo__ por favor no lo dejen entrar,2,Petición de Exclusión (broma),Positivo/Humor,Pide (en broma) que no dejen entrar al de C21,C21
,,329,,C23,(no visible),"@alejandraperez1302 claro como tú y tu mancha ya fueron hacer desmadre anoche, metieron de todo e hicieron de todo,😢",(no visible),Acusación Humorística,Negativo/Humor y Acusación,Acusa (broma) a alguien de haber hecho desastre,C22?
,,329,,C24,alejandraperez1302,@jhon_bravo__ jJAJSJDJSJA NO HAY PRUEBAS,(no visible),Negación Juguetona,Positivo/Humor,Niega las acusaciones de C23 con risa,C23
,,329,,C25,(no visible),"@alejandraperez1302 las fotos y videos de una vez, yo los se guardar 😂",(no visible),Insinuación de Evidencia (broma),Positivo/Humor,Dice tener fotos/videos como evidencia (broma),C24
,,329,,C26,(no visible),"por la edá los egresados disfrutaríamos más de salserín, solo digo :'v :c",6,Argumento Generacional Humorístico,Positivo/Humor y Nostalgia,Dice que los egresados disfrutarían más a Salserín por la edad,-
,,329,,C27,(no visible),Bien pavos para no hacer ese control ayer,2,Crítica a la Logística,Negativo/Crítica,Critica la falta de control el día anterior,-
,,329,,C28,(no visible),q ganas de ser sanmarquina,(no visible),Expresión de Deseo,Positivo/Deseo,Expresa deseos de ser estudiante,-
,,329,,C29,taisblas,"@taisblas, todo se puede en esta vida.",1,Automención Motivacional,Positivo/Motivacional,Se motiva a sí misma diciendo que todo se puede,-
,,329,,C30,(no visible),NO PUEDES AVISAR JUSTO EL MISMO DÍAAAAAAAAAAAAA,(no visible),Queja por Corto Aviso,Negativo/Frustración,Se queja de que el anuncio se hizo el mismo día,-
https://www.instagram.com/p/DJfK_5svFSr/,6006,330,"🚨 #FakeNews | ¡Ojo, sanmarquino! 🚨

No te dejes llevar por información NO OFICIAL. 🚫 La fiesta es exclusiva para los miembros de la Decana de América. 📢 Consulta los detalles en nuestro último comunicado oficial.",C1,(no visible),¡Claro y conciso! 👏,72,Aprobación al Comunicado,Positivo/Aprobación,Felicita la claridad del mensaje,-
,,330,,C2,melmendoza_15,Y los egresados?,37,Pregunta sobre Elegibilidad,Neutral/Consulta,Cuestiona si los egresados están incluidos,-
,,330,,C3,(no visible),@melmendoza_15 Eres y serás sanmarquina!,33,Afirmación de Pertenencia,Positivo/Inclusivo y Alentador,Reafirma la identidad sanmarquina del egresado,C2
,,330,,C4,(no visible),@melmendoza_15 si pueden c:,6,Confirmación Informal,Positivo/Informativo,Confirma que sí pueden entrar,C2
,,330,,C5,anthonyjrge,@anthonyjrge asies❤️,5,Autoconfirmación Afectuosa,Positivo/Afirmación y Afecto,Se confirma a sí mismo con corazón,-
,,330,,C6,deivid.cras.27,"@melmendoza_15 no pueden entrar porque piden tener carnet vigente, un disparate",5,Información Negativa y Crítica,Negativo/Informativo y Queja,Informa que no pueden por carnet y lo critica,C2
,,330,,C7,(no visible),@deivid.cras.27 lo que se hubiesen ahorrado si contrataban a personal de seguridad de verdad,8,Crítica a la Gestión de Seguridad,Negativo/Crítica y Sugerencia,Sugiere que la seguridad fue deficiente,C6
,,330,,C8,(no visible),@deivid.cras.27 😓,(no visible),Reacción de Decepción,Negativo/Decepción,Emoticon de decepción,C6
,,330,,C9,(no visible),@melmendoza_15 si puedes entrar así dijeron,1,Información Contradictoria,Positivo/Informativo (contradictorio),Da información opuesta a C6,C2
,,330,,C10,(no visible),@melmendoza_15 si pues fastidio a los egresados que asistimos a esos aniversario lastima que culpa de un especial,1,Queja por Exclusión y Culpabilidad,Negativo/Frustración y Culpa,"Se queja y culpa a un ""especial"" (persona)",C2
,,330,,C11,tonymillarr,Puedo bajar a la verbena si soy ser humano?,70,Pregunta Absurda/Humorística,Positivo/Humor Sarcástico,Pregunta irónica sobre los requisitos,-
,,330,,C12,(no visible),@tonymillarr No,89,Respuesta Humorística Negativa,Positivo/Humor,Responde negativamente de forma humorística,C11
,,330,,C13,(no visible),@tonymillarr Eras humano? 👀,5,Pregunta Humorística de Seguimiento,Positivo/Humor,Juega con la premisa de la pregunta original,C11
,,330,,C14,(no visible),@tonymillarr que se siente ser un humano?,2,Pregunta Humorística Filosófica,Positivo/Humor,"Extiende la broma con una pregunta ""profunda""",C11
,,330,,C15,(no visible),@tonymillarr has tutorial de como ser humano,4,Petición Humorística,Positivo/Humor,Pide un tutorial como parte de la broma,C11
,,330,,C16,(no visible),@tonymillarr prohibido tu entrada,(no visible),Prohibición Humorística,Positivo/Humor,Prohíbe la entrada en tono de broma,C11
,,330,,C17,confesiones_sanmarcos__,Po👏👏👏👏👏👏👏👏,94,Aplauso (posiblemente irónico/sarcástico),Positivo/Aprobación (¿sarcasmo?),"Aplaude, posiblemente por el ""llamado de atención"" de la publicación",-
,,330,,C18,(no visible),"@confesiones_sanmarcos__ po? ustedes también tienen la culpa, asuman",50,Acusación Directa a otra Cuenta,Negativo/Acusación y Exigencia,Culpa a la cuenta de confesiones por su rol en los hechos,C17
,,330,,C19,(no visible),@confesiones_sanmarcos__ asuman la culpa que también tienen,19,Réplica Exigiendo Responsabilidad,Negativo/Exigencia,Insiste en que asuman culpa,C17
,,330,,C20,(no visible),@confesiones_sanmarcos__ lavamanos,5,Acusación de Lavarse las Manos,Negativo/Acusación (jerga),"Los acusa de evadir responsabilidad (""lavamanos"")",C17
,,330,,C21,(no visible),@confesiones_sanmarcos__ un cilindro de aceite se metieron.😂😂😂,5,Acusación Específica y Humor,Negativo/Acusación y Humor,Los acusa de consumir sustancias (broma),C17
,,330,,C22,(no visible),@confesiones_sanmarcos__ ustedes también influyeron a q ese pigmeo lleve gente externa,8,Acusación de Incitación,Negativo/Acusación,Los culpa de influir para que alguien lleve gente externa,C17
,,330,,C23,(no visible),"@confesiones_sanmarcos__ por su culpa pasé la peor experiencia en lugar de divertirme, para ustedes es broma pero para otras personas fue horrible estar rodeada de pirañas y Dios sabe qué gente",1,Testimonio Personal de Mala Experiencia,Negativo/Testimonial y Acusación,Relata una experiencia negativa y culpa a la cuenta,C17
,,330,,C24,gabomendoza__,Buena!! poniendo en su lugar a ese sujeto 👏,314,Aprobación de la Publicación,Positivo/Aprobación y Satisfacción,"Apoya el comunicado por ""poner en su lugar"" a alguien",-
,,330,,C25,__xy__kkk,"@gabomendoza__ A SM no es muy difícil de entrar, las cosas como son jajaj",6,Crítica a la Seguridad (como hecho),Neutral/Realista y Humor,Señala que siempre ha sido fácil entrar,C24
,,330,,C26,(no visible),"@__xy__kkk pero incentivar por redes que cualquier puede ir no está bien, uno nunca sabe que clase de personas entran en la universidad",49,Crítica a la Incitación en Redes,Negativo/Crítica y Preocupación,Critica el incentivo en redes por los riesgos,C25
,,330,,C27,(no visible),"@gabomendoza__ En realidad no es problema del sujeto, es problema de la seguridad de SM lastimosamente",9,Defensa Parcial y Crítica a la Seguridad,Negativo/Defensa y Crítica,"Defiende al ""sujeto"" y culpa a la seguridad de la UNMSM",C24
,,330,,C28,(no visible),@__xy__kkk eso si 😢,(no visible),Concordancia Triste,Negativo/Concordancia y Tristeza,Coincide con un punto de la crítica,C26
,,330,,C29,(no visible),"@gabomendoza__ si la recontra cago diciendo eso, solo busco su funa 😂.",3,Acusación de Buscar Atención Negativa,Negativo/Acusación y Humor,"Acusa al ""sujeto"" de arruinarlo para ser ""funeado""",C24
,,330,,C30,(no visible),"@__xy__kkk eso se sabe, pero viste la cantidad de gente que hubo? En los años anteriores no sucedió eso sabiendo que se puede entrar, el incentivarlo pudo causar un gran accidente aparte de los robos que hubo",4,Análisis de la Magnitud del Problema,Negativo/Análisis y Preocupación,Contrasta con años anteriores y destaca el riesgo aumentado,C25
,,330,,C31,(no visible),El año pasado fue igual pero ahora repercute porque le andan echando la culpa a un sujeto xd,(no visible),Crítica a la Reacción Selectiva,Negativo/Crítica e Ironía,"Señala que el problema es recurrente, pero la culpa ahora es selectiva",-
,,330,,C32,(no visible),Subanle el sueldo al de marketing 😂,618,Elogio al CM/Departamento de Marketing,Positivo/Humor y Admiración,"Pide aumento de sueldo, celebrando el estilo de la publicación",-
,,330,,C33,(no visible),LOS EGRESADOS SOMOS SANMARQUINOS POR SIEMPRE,7,Grito de Pertenencia,Positivo/Orgullo y Reivindicación,Reclama la pertenencia eterna de los egresados,-
,,330,,C34,_soysafi,@_soysafi jajaja vao vao,(no visible),Automención de Risa,Positivo/Humor,Se etiqueta a sí misma riendo,-
,,330,,C35,lesliequinhua,@lesliequinhua llego,(no visible),Automención de Presencia,Positivo/Anuncio,Anuncia su llegada (al hilo de comentarios),-
,,330,,C36,(no visible),XDDDDDD,83,Risa Extendida,Positivo/Humor,Expresión de risa escrita,-
,,330,,C37,(no visible),"@carlo_sins yo estuve aquí, chisme universitario presente ❤️ jajajaja",4,Testimonio de Presencia en el Evento,Positivo/Humor y Nostalgia,"Confirma que estuvo en el evento (""chisme"")",-
,,330,,C38,(no visible),@carlo_sins Quedé mínimo común múltiplo 🤡,3,Comentario sobre Estado Personal (broma),Positivo/Humor Autocrítico,Dice que quedó muy afectado (broma),C37?
,,330,,C39,(no visible),@carlo_sins La politzzzia noooo 🕊️,2,Comentario sobre una Persona (broma),Positivo/Humor,"Menciona a alguien (""La Politzzia"") en broma",C37?
,,330,,C40,(no visible),@carlo_sins hoy tambien repatiran shots?,3,Pregunta sobre el Evento (broma),Positivo/Humor y Curiosidad,Pregunta si habrá bebidas nuevamente (broma),C37?
,,330,,C41,iamnotdelalama,Egresado y no madura,62,Crítica a una Persona Específica,Negativo/Desaprobación,"Critica a alguien por ser ""egresado y no madura""",-
,,330,,C42,_jossvillanueva,@iamnotdelalama reina no es ni estudiante ni egresado sanmarquino que es lo peor😭✋,16,Aclaración y Crítica,Negativo/Corrección y Desaprobación,"Aclara que la persona criticada no es sanmarquina, empeorando la situación",C41
,,330,,C43,(no visible),@_jossvillanueva Ok reina,1,Respuesta de Aceptación,Positivo/Concordancia,Acepta la corrección,C42
,,330,,C44,medicenjou97,@medicenjou97 👺sonse,(no visible),Automención de Insulto Juguetón,Positivo/Humor (autocrítico),Se insulta a sí misma con emoticon juguetón,-
,,330,,C45,(no visible),@iamnotdelalama cuándo ha sido egresado XDDDDD,2,Pregunta Sarcástica,Negativo/Humor Sarcástico,Cuestiona sarcásticamente si la persona es realmente egresada,C41
,,330,,C46,(no visible),@_jossvillanueva mala info me dan,(no visible),Queja por Desinformación,Negativo/Queja,Se queja de haber recibido mala información,C42
,,330,,C47,(no visible),@iamnotdelalama parece chiboloooo ya tiene sus 20tantos y no madura,(no visible),Crítica por Inmadurez,Negativo/Crítica,Extiende la crítica sobre la inmadurez,C41
,,330,,C48,jorge.arm7,@jorge.arm7 palta bro,(no visible),Automención de Reacción (jerga),Negativo/Reacción (jerga),"Reacciona con jerga (""palta"")",-
,,330,,C49,(no visible),@iamnotdelalama es un especial que malogra un aniversario,(no visible),Crítica como Agente de Daño,Negativo/Acusación,Lo acusa de arruinar el aniversario,C41
,,330,,C50,luiscorba45,@luiscorba45 confirmo,(no visible),Autoconfirmación,Positivo/Afirmación,Confirma lo dicho anteriormente (posiblemente sobre C41 o C49),-
,,330,,C51,alvinoeffect,Que haya examen para entrar a la verbena,1115,Propuesta Humorística/Viral,Positivo/Humor y Sátira,Sugiere un examen de ingreso como solución jocosa,-
,,330,,C52,(no visible),@alvinoeffect kngon 😂,13,Aprobación de la Broma,Positivo/Humor y Aprobación,Acepta la broma con risa,C51
,,330,,C53,(no visible),@alvinoeffect facilito,3,Comentario Sarcástico sobre Dificultad,Positivo/Humor Sarcástico,"Dice ""fácil"" de forma irónica respecto al examen",C51
,,330,,C54,(no visible),@alvinoeffect ankwkdjdjdjsn,1,Reacción de Risa Ininteligible,Positivo/Humor,Risa escrita,C51
,,330,,C55,(no visible),@alvinoeffect buena idea jajaja,4,Aprobación de la Idea,Positivo/Humor y Aprobación,Califica la idea como buena,C51
,,330,,C56,(no visible),@alvinoeffect jajajjaa,2,Risa,Positivo/Humor,Risa escrita,C51
,,330,,C57,(no visible),"@alvinoeffect lo jouston, como dice la chaviza",9,Aprobación con Jerga Juvenil,Positivo/Aprobación (jerga),"Acepta la idea con jerga (""jouston"")",C51
,,330,,C58,(no visible),@alvinoeffect 😂😂😂,(no visible),Risa,Positivo/Humor,Emoticon de risa,C51
,,330,,C59,(no visible),@alvinoeffect como harán los que entraron con puntaje menor del minimo 🚬🫩,(no visible),Pregunta Humorística sobre la Ejecución,Positivo/Humor y Curiosidad,"Extiende la broma preguntando por los que ""entraron con bajo puntaje""",C51
,,330,,C60,(no visible),@alvinoeffect Apoyo la moción 🙂‍↔️,2,Apoyo Formal en Broma,Positivo/Humor y Apoyo,Apoya la propuesta en tono de moción formal,C51
,,330,,C61,yodiazanero,"Ponen un comunicado, luego lo borran, falta de seriedad del área de comunicaciones de la universidad.",63,Crítica a la Gestión de Comunicaciones,Negativo/Crítica y Desaprobación,Acusa de falta de seriedad por borrar un comunicado,-
,,330,,C62,(no visible),@yodiazanero que comunicado? Yo solo ví está y otra dónde te dicen con que ingresar.,6,Pregunta por Aclaración,Neutral/Curiosidad,Pide detalles sobre el comunicado borrado,C61
,,330,,C63,(no visible),@yodiazanero Hay una que estaba circulando que era fake.,(no visible),Información sobre Comunicado Falso,Neutral/Informativo,Informa que había uno falso circulando,C62
,,330,,C64,dani_paroli20,"@dani_paroli20 bueno debiste ver qué el que publicaron en la mañana, a las 02 horas lo quitaron y colocaron otro.",(no visible),Confirmación y Detalle del Hecho,Negativo/Confirmación y Crítica,"Confirma el borrado y da detalles, criticando implícitamente",C62
,,330,,C65,(no visible),JAJAJAJJSWJ LO QUEMARON AL PELAO,214,Expresión de que Alguien fue Expuesto,Positivo/Humor y Schadenfreude,"Celebra que alguien (""el pelao"") haya sido expuesto/ridiculizado",-
,,330,,C66,yeivin_pv,"Cuando hay toma: 30 tombos, 100 de seguridad, 20 matones y 10 operadores. Cuando hay verbena: sabrá Dios. Y encima lo que ha pasado no es solo por ""externos""...",80,Análisis Crítico Comparativo,Negativo/Crítica y Análisis,Contrasta la seguridad en protestas vs. fiestas y reparte culpas,-
,,330,,C67,(no visible),@yeivin_pv la misma huevada dicen en el Facebook aburres justificando lo que hizo ese Peleaooop,2,Crítica a Otra Plataforma y Persona,Negativo/Crítica,Critica comentarios similares en Facebook y a una persona,C66
,,330,,C68,jorge.arm7,@jorge.arm7 q sm no quiera asumir su responsabilidad es una hvda,2,Crítica a la Evasión de Responsabilidad,Negativo/Crítica y Frustración,Critica que la universidad no asuma su parte de responsabilidad,C66?
,,330,,C69,(no visible),XDDDDDD,1,Risa,Positivo/Humor,Risa escrita,-
,,330,,C70,(no visible),Se quieren lavar las manos ahora de la inseguridad que provoca la universidad con su mala gestión,(no visible),Acusación Final de Evasión,Negativo/Acusación y Resumen,Culpa a la universidad de evadir responsabilidad por la inseguridad generada,-
https://www.instagram.com/p/DJfBg7lxx9C/?img_index=1,4341,331,"🔴 COMUNICADO OFICIAL 🔴
La Universidad Nacional Mayor de San Marcos informa a toda la comunidad sanmarquina lo siguiente:",C1,(no visible),Y los egresados no pueden acceder al evento? Forman parte de comunidad sanmarquina.,11,Pregunta y Reivindicación,Negativo/Cuestionamiento y Defensa,Reclama acceso para egresados como parte de la comunidad,-
,,331,,C2,polux_1706,Y los egresados?,28,Pregunta Repetida,Negativo/Insistencia,Pregunta corta y directa por los egresados,-
,,331,,C3,(no visible),@polux_1706 x2,1,Apoyo a la Pregunta,Positivo/Concordancia,Se suma a la pregunta de C2,C2
,,331,,C4,eljosueabraham,"@polux_1706 vv, egresaste en el 2000",8,Comentario Despectivo (broma),Negativo/Humor Despectivo,Se burla sugiriendo que egresó hace mucho,C2
,,331,,C5,polux_1706,@eljosueabraham 1999,1,Corrección Humorística,Positivo/Humor,Corrige el año de egreso como broma,C4
,,331,,C6,leobrii.20,La verbena no fue ayer?,1,Pregunta sobre Fecha,Neutral/Confusión,Pregunta si el evento fue el día anterior,-
,,331,,C7,(no visible),@leobrii.20 son dos días por ser aniversario,1,Aclaración,Neutral/Informativo,Informa que el evento dura dos días,C6
,,331,,C8,(no visible),Entonces los egresados no somos sanmarquinos? 🤨,117,Pregunta Retórica de Identidad,Negativo/Indignación y Cuestionamiento,Cuestiona la exclusión de la identidad sanmarquina,-
,,331,,C9,(no visible),Justo había sacado mi carnet del baúl de los recuerdos.,17,Comentario Nostálgico/Humorístico,Positivo/Humor y Nostalgia,Habla de recuperar su carnet antiguo,-
,,331,,C10,(no visible),Hace un rato habían subido uno que decía egresados y posgrado y lo borraron no se por que 😢,41,Denuncia de Edición/Borrado,Negativo/Decepción y Confusión,Señala que antes se incluía a egresados y lo borraron,-
,,331,,C11,(no visible),Egresado sigues saliendo en Sum,16,Información Técnica,Neutral/Informativo,Informa que los egresados aparecen en el sistema SUM,-
,,331,,C12,(no visible),Estás viendo y no ves 😂,2,Comentario Sarcástico,Positivo/Humor Sarcástico,Se burla de alguien que no ve algo obvio,-
,,331,,C13,(no visible),En teoría no 😂,(no visible),Respuesta Ambigua con Humor,Positivo/Humor Ambiguo,Responde ambiguamente a algo con risa,-
,,331,,C14,jmanuelvales,@jmanuelvales vargas llosa no era sanmarquino entonces. Por las wẹbas le hacía homenaje seguro 😂,3,Argumento por Analogía (broma),Positivo/Humor y Sarcasmo,Usa a Vargas Llosa para cuestionar la exclusión,-
,,331,,C15,(no visible),@unmsm_ que hay con los egresados?,1,Pregunta Directa a la Cuenta,Neutral/Interpelación,Pregunta directamente a la cuenta oficial,-
,,331,,C16,(no visible),"Lo han editado, hace rato subieron uno que decía egresados con carné",9,Confirmación de Edición,Neutral/Informativo,Confirma que el comunicado fue editado,-
,,331,,C17,(no visible),"Yo que perdí mi dni y me lo devuelven el Lunes, podré ingresar?",3,Consulta Personal Específica,Neutral/Preocupación,Pregunta por su caso específico de DNI perdido,-
,,331,,C18,(no visible),Y le a egresados? No somos san marquitos o que?,6,Pregunta con Error y Reclamo,Negativo/Frustración,Pregunta con error gramatical y reclama identidad,-
,,331,,C19,(no visible),Ojalá los de seguridad si se tomen el tiempo de revisar esos datos como debe de ser,1,Deseo/Crítica a la Seguridad,Positivo/Deseo con Crítica Implícita,Espera que la seguridad revise bien los datos,-
,,331,,C20,(no visible),Y los egresados? ×583837272 jajajaja ya no somos san marquinos entonces 😢,2,Pregunta Exagerada y Triste,Negativo/Humor y Tristeza,Exagera la repetición de la pregunta y expresa tristeza,-
,,331,,C21,(no visible),"Y los egresados 😢 yo que siempre digo q soy de sanmarcos, pero sanmarcos no dice lo mismo de mi 😢",14,Queja Emocional Personal,Negativo/Tristeza y Decepción,Expresa tristeza por sentirse excluido,-
,,331,,C22,(no visible),Y egresados? :(,2,Pregunta Sencilla y Triste,Negativo/Tristeza,Pregunta con emoticon triste,-
,,331,,C23,(no visible),Y los egresados? Donde quedamos? 😢,12,Pregunta de Lugar/Identidad,Negativo/Desplazamiento y Tristeza,Pregunta dónde quedan los egresados,-
,,331,,C24,(no visible),"Ahí decía ""EGRESADOS"". ¿No somos sanmarquinos o qué?",25,Acusación de Cambio y Reclamo,Negativo/Indignación y Cuestionamiento,"Acusa que antes decía ""egresados"" y lo cambiaron",-
,,331,,C25,(no visible),Migajera,1,Insulto/Descalificativo,Negativo/Desprecio,Insulta (posiblemente a la gestión),-
,,331,,C26,alvaro.arturo,"@alvaro.arturo Jajaja, y eres del TUSM? Te falta ah!!! 🥑🥑🥑",(no visible),Automención y Provocación,Positivo/Humor y Provocación,Se etiqueta y provoca a alguien (¿TUSM?),-
,,331,,C27,(no visible),Los egresados seguimos siendo sanmarquinos.,(no visible),Afirmación de Pertenencia,Positivo/Definitivo y Reivindicación,Afirma con certeza la pertenencia continua,-
https://www.instagram.com/p/DJdLzj7v9Do/,436,332,"🎉 Así se vivió el colorido y multitudinario pasacalle en la Ciudad Universitaria 🎭🎺
Con música, danza y mucha alegría, celebramos los 474 años de la gloriosa Universidad Nacional Mayor de San Marcos, orgullo del Perú y de América 🌎🎓
¡San Marcos vive, vibra y celebra su historia con identidad y tradición! 🥳
#UNMSM474Años #OrgulloSanmarquino #SanMarcos #PasacalleSanmarquino",,,,,,,,
https://www.instagram.com/p/DJc6-ekvC1a/?img_index=1,2197,333,"💃🕺 ¡La tradición y el talento se hacen danza en San Marcos! 🎉

Con alegría y energía, 18 elencos de 14 facultades, junto a 4 campeones anteriores, compiten por los trofeos de campeón y campeón de campeones en el XXVII Festival de Folklore Interfacultades de Danza UNMSM 2025.

¡Categoría Campeón!
Felicidades a las facultades que se llevaron el podio en esta gran jornada de talento y cultura:

1. Facultad de Ciencias Económicas UNMSM🥇
2. Facultad de Medicina San Fernando UNMSM OFICIAL 🥈
3. Facultad de Ciencias Contables 🥉

¡Categoría Campeón de Campeones!
Un reconocimiento especial a las facultades que brillaron con luz propia en esta edición:

1. Facultad de Educación 🏆✨
2. Facultad de Farmacia y Bioquímica 🥈🧪
3. Facultad de Ingeniería de Sistemas e Informática 🥉💻

🎭 Cultura, identidad y pasión sanmarquina en cada paso.

#FestivalDeFolkloreUNMSM #SanMarcosBaila #OrgulloSanmarquino #DanzaUNMSM",C1,(no visible),Letras Carry #FLCH 💙🤍,3,Grito de Apoyo a una Facultad,Positivo/Orgullo y Apoyo,"Menciona a la Facultad de Letras (""FLCH"")",-
,,333,,C2,mafernaveda,@mafernaveda saliste en la portada jajaja 👏❤️,(no visible),Felicitación Personal,Positivo/Alegría y Afecto,Felicita a alguien por salir en la portada,-
,,333,,C3,davilahumpire,@davilahumpire 🤗,1,Saludo Afectuoso,Positivo/Afecto,Responde con un abrazo (emoticon),C2?
,,333,,C4,(no visible),❤️,(no visible),Reacción Afectiva,Positivo/Afecto,Emoticon de corazón,-
,,333,,C5,(no visible),❤️,(no visible),Reacción Afectiva,Positivo/Afecto,Emoticon de corazón,-
https://www.instagram.com/p/DJc6ToXvraZ/,4783,334,"¡Hey sanmarquino! 🎉

La verbena de aniversario es solo para sanmarquinos.

Celebra con orgullo y disfruta con responsabilidad el aniversario de la Decana de América 🎓✨.",C1,ivonnebalbin,Y los egresados ?,12,Pregunta por Inclusión de Egresados,Negativo/Cuestionamiento,Pregunta sobre el acceso de egresados,-
,,334,,C2,(no visible),@ivonnebalbin lo mismo me pregunto. 🧐,(no visible),Concordancia con la Pregunta,Neutral/Curiosidad,Se une a la pregunta de C1,C1
,,334,,C3,(no visible),"@ivonnebalbin ahi ahí el video hay una ,ya la veía en repaso cuando estaba en veranito❤️",(no visible),Comentario Confuso/Posiblemente Fuera de Tema,Positivo/Nostalgia Ambiguo,"Posiblemente habla de algo en un video, no claro",C1
,,334,,C4,(no visible),"@ivonnebalbin no dejas de ser san marquina, así que normal podrías ir",(no visible),Afirmación de Pertenencia y Posibilidad,Positivo/Informativo y Alentador,Afirma que sigue siendo sanmarquina y podría ir,C1
,,334,,C5,(no visible),Se puede ser sanmarquino de corazón como yo?,2,Pregunta Humorística/Sentimental,Positivo/Humor y Sentimiento,Pregunta si se puede ser sanmarquino por afinidad,-
,,334,,C6,(no visible),Jaja más fácil que ingresar a las carreras de letras,2,Comentario Comparativo/Humorístico,Positivo/Humor Sarcástico,Compara la dificultad de ingresar con la de entrar a la verbena,-
,,334,,C7,amchie.e,"Dejaron pasar externos ,golpearon a seguridad, a los señores que cuidan la puerta 2 y 3 les pasaron por encima,nos golpearon ,me metieron la mano, qué tan difícil es entender que no es para externos! Y por qué no se tiene la preparación en seguridad para que esto no pase!",90,Testimonio de Caos y Crítica a la Seguridad,Negativo/Indignación y Relato,"Narra violencia, robos y critica la falta de seguridad",-
,,334,,C8,(no visible),@amchie.e 😮,(no visible),Reacción de Sorpresa,Positivo/Sorpresa,Emoticon de sorpresa ante el relato,C7
,,334,,C9,(no visible),@amchie.e jajajaja full chow lo volvería a hacer 😂😂😂,(no visible),Comentario de Revivir la Experiencia (broma),Positivo/Humor,Dice que repetiría la experiencia caótica (en broma),C7
,,334,,C10,mc_melisacc,Y los egresados 😢,58,Pregunta con Tristeza,Negativo/Tristeza e Inquietud,Pregunta por los egresados con emoticon de llanto,-
,,334,,C11,(no visible),@mc_melisacc Igual eres sanmarquina.,24,Afirmación Reafirmante,Positivo/Inclusivo y Alentador,Le reafirma su identidad sanmarquina,C10
,,334,,C12,sarita.lazo.a,@sarita.lazo.a voooy,3,Automención de Intención,Positivo/Anuncio,Anuncia que irá (posiblemente egresada),-
,,334,,C13,(no visible),@mc_melisacc si y nosotros?,(no visible),Pregunta Extendida,Neutral/Consulta,Extiende la pregunta de C10 a un grupo,C10
,,334,,C14,claubgonzales,"@claubgonzales dice que si podemos, con código Jajaja",(no visible),Autoinformación con Broma,Positivo/Informativo y Humor,"Se informa a sí mismo que sí pueden, con un código (broma)",-
,,334,,C15,(no visible),@mc_melisacc ¿El código Universitario nomás? ¿O el carné aunque vencido?,1,Pregunta Específica sobre Requisitos,Neutral/Consulta Detallada,Pregunta por los documentos válidos,C10
,,334,,C16,(no visible),"@mc_melisacc Yo, egresada hace años y siempre he ido a la verbena de aniversario. San Marcos Alma Mater💜",1,Testimonio Personal de Asistencia,Positivo/Nostalgia y Afecto,Cuenta que siempre ha ido como egresada,C10
,,334,,C17,(no visible),@mc_melisacc tu carnet de egresada está en el app de san marcos,1,Información Técnica,Positivo/Informativo,Informa sobre la ubicación del carnet digital,C10
,,334,,C18,(no visible),Jajajja media lima ingresando a san marcos sin estudiar ahí 😂@alejandraperez1302,20,Comentario sobre Invasión de Externos,Positivo/Humor y Crítica,Se burla de la gran cantidad de externos que ingresaron,-
,,334,,C19,(no visible),"Faltó seguridad lol, cualquiera entró xd",9,Crítica a la Falta de Seguridad,Negativo/Crítica y Resignación,Critica la falta de seguridad que permitió el ingreso masivo,-
,,334,,C20,(no visible),A que hora terminó?,(no visible),Consulta de Información,Neutral/Práctico,Pregunta la hora de finalización,-
,,334,,C21,(no visible),Siempre entra cualquiera soy de UNI y ya 3 años voy yendo Zzzzz,(no visible),Testimonio de Externo Recurrente,Neutral/Descriptivo y Aburrido,Confirma que como externo (de la UNI) va desde hace años,-
,,334,,C22,(no visible),@maytix_3xd vaya a celebrar el aniversario de su universidad,(no visible),Réplica Defensiva,Negativo/Desaprobación,Le dice a un externo que vaya a su propia universidad,C21
,,334,,C23,(no visible),Okok,(no visible),Aceptación Simple,Neutral/Aceptación,Responde brevemente,-
,,334,,C24,(no visible),Full externo,32,Afirmación de Presencia Externa,Negativo/Consternación,Afirma que hubo muchos externos,-
